GameId,Date,HomeTeamId,AwayTeamId,HomePoints,AwayPoints,HomePossessions,AwayPossessions,HomeTeamAbbreviation,AwayTeamAbbreviation,season_type,season,winner_id,Name,Minutes,Rebounds,Turnovers,Points,FtPoints,Fouls,FG2A,Fg2Pct,FG3A,Fg3Pct,Assists,outcome,is_home,opponent_rate
0022100941,2022-03-03,1610612751,1610612748,107,113,93,93,BKN,MIA,Regular Season,2021-22,1610612748,Tyler Herro,34.9333333333333,4,1,27,10,,14,0.5,5,0.2,8,1,0,0.5365853658536586
0022101074,2022-03-21,1610612755,1610612748,113,106,94,94,PHI,MIA,Regular Season,2021-22,1610612755,Tyler Herro,29.7666666666667,4,,10,,,12,0.4166666666666667,3,,4,0,0,0.6219512195121951
0022101139,2022-03-30,1610612738,1610612748,98,106,101,101,BOS,MIA,Regular Season,2021-22,1610612748,Tyler Herro,32.0666666666667,10,2,12,,2,8,0.375,6,0.3333333333333333,5,1,0,0.6219512195121951
0022101164,2022-04-02,1610612741,1610612748,109,127,93,93,CHI,MIA,Regular Season,2021-22,1610612748,Tyler Herro,29.2833333333333,8,1,19,1,4,9,,7,0.8571428571428571,2,1,0,0.5609756097560976
0022101172,2022-04-03,1610612761,1610612748,109,114,96,95,TOR,MIA,Regular Season,2021-22,1610612748,Tyler Herro,36.4,9,8,18,1,3,11,0.6363636363636364,5,0.2,8,1,0,0.5853658536585366
0022101227,2022-04-10,1610612753,1610612748,125,111,98,98,ORL,MIA,Regular Season,2021-22,1610612753,,,,,,,,,,,,,0,0,0.2682926829268293
0022100028,2021-10-23,1610612754,1610612748,102,91,106,105,IND,MIA,Regular Season,2021-22,1610612754,Tyler Herro,41.1666666666667,10,3,30,3,2,16,0.5625,12,0.25,,0,0,0.3048780487804878
0022100057,2021-10-27,1610612751,1610612748,93,106,102,101,BKN,MIA,Regular Season,2021-22,1610612748,Tyler Herro,27.4,8,3,14,3,,11,0.36363636363636365,6,0.16666666666666666,2,1,0,0.5365853658536586
0022100084,2021-10-30,1610612763,1610612748,103,129,98,100,MEM,MIA,Regular Season,2021-22,1610612748,Tyler Herro,31.85,6,3,22,2,1,11,0.36363636363636365,8,0.5,5,1,0,0.6829268292682927
0022100104,2021-11-02,1610612742,1610612748,110,125,94,94,DAL,MIA,Regular Season,2021-22,1610612748,Tyler Herro,34.8,3,,25,,1,14,0.5714285714285714,6,0.5,4,1,0,0.6341463414634146
0022100173,2021-11-11,1610612746,1610612748,112,109,98,97,LAC,MIA,Regular Season,2021-22,1610612746,Tyler Herro,38.85,7,2,23,3,1,17,0.5882352941176471,6,,3,0,0,0.5121951219512195
0022100151,2021-11-08,1610612743,1610612748,113,96,94,93,DEN,MIA,Regular Season,2021-22,1610612743,Tyler Herro,30.7166666666667,3,1,11,3,,3,0.3333333333333333,9,0.2222222222222222,5,0,0,0.5853658536585366
0022100170,2021-11-10,1610612747,1610612748,120,117,111,110,LAL,MIA,Regular Season,2021-22,1610612747,Tyler Herro,42.0166666666667,4,3,27,,1,14,0.42857142857142855,8,0.625,3,0,0,0.4024390243902439
0022100207,2021-11-15,1610612760,1610612748,90,103,97,98,OKC,MIA,Regular Season,2021-22,1610612748,Tyler Herro,36.8666666666667,7,6,26,3,2,10,0.4,8,0.625,6,1,0,0.2926829268292683
0022100185,2021-11-13,1610612762,1610612748,105,111,96,96,UTA,MIA,Regular Season,2021-22,1610612748,Tyler Herro,37.4833333333333,8,4,27,6,3,16,0.5625,7,0.14285714285714285,2,1,0,0.5975609756097561
0022100241,2021-11-20,1610612764,1610612748,103,100,91,89,WAS,MIA,Regular Season,2021-22,1610612764,Tyler Herro,30.4833333333333,5,3,20,1,1,10,0.5,6,0.5,3,0,0,0.4268292682926829
0022100263,2021-11-23,1610612765,1610612748,92,100,92,93,DET,MIA,Regular Season,2021-22,1610612748,Tyler Herro,32.9166666666667,8,3,31,3,1,13,0.6153846153846154,8,0.5,3,1,0,0.2804878048780488
0022100274,2021-11-24,1610612750,1610612748,113,101,102,101,MIN,MIA,Regular Season,2021-22,1610612750,Tyler Herro,33.7166666666667,7,5,16,2,1,7,0.14285714285714285,11,0.36363636363636365,2,0,0,0.5609756097560976
0022100296,2021-11-27,1610612741,1610612748,104,107,96,95,CHI,MIA,Regular Season,2021-22,1610612748,,,,,,,,,,,,,1,0,0.5609756097560976
0022100333,2021-12-03,1610612754,1610612748,104,113,89,90,IND,MIA,Regular Season,2021-22,1610612748,Tyler Herro,34.4,5,2,18,1,3,12,0.3333333333333333,4,0.75,1,1,0,0.3048780487804878
0022100344,2021-12-04,1610612749,1610612748,124,102,96,97,MIL,MIA,Regular Season,2021-22,1610612749,Tyler Herro,32.5,9,3,15,6,2,11,0.2727272727272727,6,0.16666666666666666,6,0,0,0.6219512195121951
0022100404,2021-12-13,1610612739,1610612748,105,94,93,92,CLE,MIA,Regular Season,2021-22,1610612739,Tyler Herro,24.7,2,2,12,,,12,0.5,3,,2,0,0,0.5365853658536586
0022100449,2021-12-19,1610612765,1610612748,100,90,95,94,DET,MIA,Regular Season,2021-22,1610612765,,,,,,,,,,,,,0,0,0.2804878048780488
0022100419,2021-12-15,1610612755,1610612748,96,101,90,90,PHI,MIA,Regular Season,2021-22,1610612748,,,,,,,,,,,,,1,0,0.6219512195121951
0022100433,2021-12-17,1610612753,1610612748,105,115,92,92,ORL,MIA,Regular Season,2021-22,1610612748,,,,,,,,,,,,,1,0,0.2682926829268293
0022100521,2022-02-03,1610612759,1610612748,95,112,96,96,SAS,MIA,Regular Season,2021-22,1610612748,Tyler Herro,31.8666666666667,5,1,24,2,1,15,0.7333333333333333,5,,5,1,0,0.4146341463414634
0022100532,2021-12-31,1610612745,1610612748,110,120,101,101,HOU,MIA,Regular Season,2021-22,1610612748,Tyler Herro,37.6,6,4,16,5,,8,0.5,9,0.1111111111111111,9,1,0,0.24390243902439024
0022100548,2022-01-02,1610612758,1610612748,115,113,97,97,SAC,MIA,Regular Season,2021-22,1610612758,Tyler Herro,35.0666666666667,5,2,22,2,4,12,0.3333333333333333,11,0.36363636363636365,2,0,0,0.36585365853658536
0022100559,2022-01-03,1610612744,1610612748,115,108,102,101,GSW,MIA,Regular Season,2021-22,1610612744,Tyler Herro,41.55,3,3,18,,2,10,0.3,13,0.3076923076923077,4,0,0,0.6463414634146342
0022100596,2022-01-08,1610612756,1610612748,100,123,98,97,PHX,MIA,Regular Season,2021-22,1610612748,Tyler Herro,33.5666666666667,5,4,33,6,3,16,0.5625,4,0.75,3,1,0,0.7804878048780488
0022100576,2022-01-05,1610612757,1610612748,109,115,90,90,POR,MIA,Regular Season,2021-22,1610612748,Tyler Herro,35.95,5,2,16,4,2,14,0.21428571428571427,9,0.2222222222222222,3,1,0,0.32926829268292684
